ID,text,lang
hasoc_en_3778,@MamaMadisons First a tattoo saying #rapist on his forehead.,eng
hasoc_en_3779,Dear Drs and Non Medico Friends Please Keep twitting about WB Doctors plight with #Savethedoctors #DoctorsFightBack and tag @narendramodi @PMOIndia . As it’s weekend don’t allow the movement to weaken. It has to reach higher authority to take strong action.,eng
hasoc_en_3780,@realDonaldTrump @POTUS @DonaldJTrumpJr  #pedophiles #rapist with money can commit even murder and never face any consequence. https://t.co/8PXV2tG0wC,eng
hasoc_en_3781,"Four years we wait to watch how it rains in England and how poor #ICC is, unable to cover the grounds. #ShameOnICC #WorldCup2019",eng
hasoc_en_3782,"...where they would be reunited in 2003 when Dad passed from esophageal cancer. He gave that 'champion purebred mutt' 13 yrs. he never would've had. After a nine-year break, they were now together eternally.    Rest well, Fredzino.     And oh yeah - #FuckTrump. #JohnMcCainDayJune14",eng
hasoc_en_3783,MY THOUGHTS ON #BORISJOHNSON #BorisJohnsonShouldNotBePM https://t.co/5AIpBOYyYY,eng
hasoc_en_3784,#etsy shop: Trump Nixon Covfefe and the Crook President T-Shirt https://t.co/GGe44Hd1OZ #clothing #shirt #trump #nixon #president #protest #impeach #resist #fucktrump #taxday #MuellerReport #LindseyGraham #BarrHearing #BarrLied #BarrCoverUp #ImpeachBarrAndtRump #ImpeachTrumpNow https://t.co/2Acrf5a6G1,eng
hasoc_en_3785,@ICC Respect India.  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #KeepTheGlove,eng
hasoc_en_3786,#PakInsultsAbhi @KirenRijiju comes across a very weak minister he gave lip service on #DhoniKeepsTheGlove n we were left red faced while our cricketing grates @sachin_rt etc keeps mum wants money that's it. There was so much of talk abt boycott Pak nothing happened @AmitShah https://t.co/OBIGjbOW0D,eng
hasoc_en_3787,"Weather forecast is very much advanced now, driverless car is just coming nd @ICC is relying on techniques of 2000 bc #ShameOnICC",eng
hasoc_en_3788,"Smdh, #Resist #DitchMitch #DitchMitch2020 #fucktrump #VoteBlue2020 #VoteBlueNoMatterWho  EPA Air Chief Gave Presentation At Fringe Climate Denier Event, New Emails Show  https://t.co/axDBOOjZVN",eng
hasoc_en_3789,"Former EPA administrators blast Trump admin on science, regulation rollbacks #Resist #ResistTrump #FuckTrump https://t.co/HDU0rg7BcS",eng
hasoc_en_3790,"@stupideridjit I remember when they were no hawks around or foxes or eagles but I saw for my own eyes working out there when Obama started regulating the environment, these majestic creatures came back full force #fucktrump",eng
hasoc_en_3791,@TheRealOJ32 @KrisJenner Because this is what everyone needed you to put to rest. Thanks for the clarification OJ. #murderer #gimmeabreak #theglovedidfitbeforethebloodshrankit,eng
hasoc_en_3792,India won the toss and Bat first.... #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeepTheGloves #INDvAUS #INDvsAUS https://t.co/419O67dBi4,eng
hasoc_en_3793,"#DoctorsFightBack | Understand the Doctor-Patient relationship. We don't differ treatment for any community. We have a charter of a few demands. If the demands are met, we'll call it off in 5 mins: Dr Priyanshu  Sr Resident representative, Resident Doctors Association, AIIMS",eng
hasoc_en_3794,@BCCI If there will be no Ind vs pak then we will not watch world cup   #boycottworldcup   #ShameOnICC,eng
hasoc_en_3795,https://t.co/mN9i1OwGg1 They should have got #MrBlobby to take his place. He talks about as much sense as #BorisJohnson does. #BorisJohnsonShouldNotBePM,eng
hasoc_en_3796,Hey @ICC @ICCMediaComms !  Love from India. 🇮🇳  C.c  @PMOIndia @adgpi @msdhoni  @DefenceMinIndia @majorgauravarya @MajorPoonia @GeneralBakshi @sudhirchaudhary @dna @BCCI   #DhoniKeepsTheGlove #BalidaanBadge #DhoniKeSaathDesh #BalidanBadge https://t.co/gZh0j3BBbr,eng
hasoc_en_3797,#DhoniKeepsTheGlove my complete support to Dhoni,eng
hasoc_en_3798,@realDonaldTrump #Hashtag  #DelusionalDonald #TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat #TrumpLiesEveryTimeHeSpeaks hereby  #WorstPresidentEver #TrumpTantrum,eng
hasoc_en_3799,@realDonaldTrump The video starts out very appropriate!  Trump IS A CARTOON! 🤡    Trump won because he was INSTALLED BY PUTIN &amp,eng
hasoc_en_3800,⚡️“IMA Scam: Who is Md Mansoor Khan? The Fraudster behind IMA Ponzi Scam” ⚡️    #IMAScam #IMAFraud #MansoorKhan #Bengaluru #PonziScheme    https://t.co/EIjWs833kx,eng
hasoc_en_3801,500 doctors have already resigned in #Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #SaveTheDoctors,eng
hasoc_en_3802,"America is now in the unthinkable position that @POTUS is a     #NationalSecurityThreat     🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸  WHERE ARE YOU, @SenateGOP ⁉️     #TrumpCriminalInvestigations   #TrumpIsATraitor   #TrumpRussia     https://t.co/Cn30XHATIF",eng
hasoc_en_3803,Fact check: Trump's FBI claims on Schiff and Warner don't hold up #Resist #ResistTrump #FuckTrump https://t.co/N0khzgcXvq,eng
hasoc_en_3804,@FootballPoll2 @ESPNcricinfo @ICC Oh really but @icc can covered the ground right . Btw #shameonicc  know the weather of england before they annaunced #iccwc2019 understand ! Thats it #viratkohli #teamindia,eng
hasoc_en_3805,The uniforms of all countries are somehow connected to the Nation and it must be and same love and salutes express this symbol so. #DhoniKeepsTheGlove,eng
hasoc_en_3806,"If we desire respect for the law, we must first make the law respectable.  #DoctorsFightBack",eng
hasoc_en_3807,Happy PRIDE Month   ✌️❤️🏳️‍🌈    #Pride2019 #LGBTQtogether #LGBTQ #GayPrideMonth #EqualityAct #NeverTrump #ImpeachDonaldTrumpNOW #fucktrump #firegop,eng
hasoc_en_3808,"@simontruetory @ToriesVsBrexit It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps even more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",eng
hasoc_en_3809,#BorisJohnsonShouldNotBePM please RT!,eng
hasoc_en_3810,"#DhoniKeepsTheGlove ,Indian Senior Cricketer r taking everything for granted.  They should respect the LAWS of the Game.  Remove ur gloves.",eng
hasoc_en_3811,"Kid on a bike cycling down the road towards me, decides to try show off by taking his cap off, twirling it and catching it. Only he dropped it and fell off his bike a foot away from me.    #Dickhead.",eng
hasoc_en_3812,Monday vibes! #MondayMood #mondayvibes #RESIST #ResistTrump #FuckTrump #BlueWave2020 #WomensRightsAreHumanRights https://t.co/2q0Uo0mLv2,eng
hasoc_en_3813,The #narcissists have a new king.   #OJSimpson #OJSimpsonIsAMurderer #narcissism #delusional #murderer,eng
hasoc_en_3814,.@drharshvardhan   Sur .. make central govt rule.  Why passing on responsibility?  @IndianMedAssn   #DoctorsProtest   #DoctorsFightBack https://t.co/YgPsTEoRNM,eng
hasoc_en_3815,Now the players need to learn swimming.. Near era of commentary would be like -' that was a fast swim between the wickets '.🤣🤣🤣🤣  #ShameOnICC,eng
hasoc_en_3816,Dear @ICC too much hypocrisy  Humble request to fellow Indian  Supporters who is going to watch upcoming matches in stadium take #BalidaanBadge insignia with you especially #IndvPak match held on16th June. #DhoniKeepsTheGlove #CWC19 #bycotticc,eng
hasoc_en_3817,"@DCPNorthBCP  @DCPSEBCP  @DCPSouthBCP @DCPSEBCP  Dear IPS team,  Look at this video how police dept also helpless under the hands of politicians. If you have to work like this why IPS? #DreamZGKfraud   and #TGSFraud now #IMAfraud   https://t.co/KtywargcQe",eng
hasoc_en_3818,Sunday is getting more hotter now !  All the best champ @imVkohli  Few hours to go 🤩 #INDvAUS  #DhoniKeepsTheGlove,eng
hasoc_en_3819,@DevinCow @TheRealOJ32 Blocked him. #MURDERER,eng
hasoc_en_3820,I love this place @industrialeats #FuckTrump https://t.co/2Lxye53iVB,eng
hasoc_en_3821,".@AfridaRahmanAli: Thousands of spectators who have flocked to England from various parts of the globe have been severe disappointment. At this rate, is it even a fair game anymore? #ICCWorldCup #ShameOnICC https://t.co/kDP6mYi9LR",eng
hasoc_en_3822,I think @ICC should focus on uphelding sports man sprit  rather than @msdhoni gloves. @BCCI #supportdhoni  #DhoniKeepsTheGlove,eng
hasoc_en_3823,"@mademarest Until this goes into circulation, and it will t-minus-t, I'm using a stamp I found on Etsy. Cuz #fucktrump",eng
hasoc_en_3824,"@realDonaldTrump @FoxNews No we still want you impeached, just because I didnt show up to rally! #idiottrump #lyingtrump #trumpiscompromised #delusionaldon",eng
hasoc_en_3825,World Cup#Umpiring these days #ShameOnICC https://t.co/zAMTjWh8H6,eng
hasoc_en_3826,@bhogleharsha @cricbuzz Both captains out on the field for the toss. Lands on heads. The Captain decides to swim first. #ICCWorldCup2019 #ShameOnICC #CricketWorldCup,eng
hasoc_en_3827,"ICC didn't give the permission to Dhoni to wear the glove with the Balidaan badge. We all know what happens when people mess with Kohli. Now, we'll see what happens when you mess with Dhoni.  #DhoniKeepsTheGlove #WorldCup   Remember this tweet.",eng
hasoc_en_3828,"#DonTheCon to @GStephanopoulos: : 'I don't think in my whole life I've ever called the @FBI.'    Well, DUH!!    Show me a #MobBoss who has. 🙄    #DonTheDon #TrumpCrimeFamily #TrumpIsACriminal #TrumpIsATraitor #TrumpIsADisgrace",eng
hasoc_en_3829,"I’m pretty sure that when I lose the 2020 election, I’m not leaving the White House without thrashing the joint like a Guns N’ Roses band member. #HeIsNotLeaving #FuckinFuckThisGuy #FUCKTRUMP",eng
hasoc_en_3830,#ShameOnICC  @ICC You guys are more concerned about @msdhoni gloves or Michael Holding's commentary on umpires.,eng
hasoc_en_3831,@ImRaina @msdhoni As said by @ImRaina sir but trollers won’t understand everytime they need some or the other point to troll and being patriotic is not crime nor it is breaching rules of @ICC still msd is asked to remove glove and pakistan as usual like c,eng
hasoc_en_3832,How Do This Pakistanis Are Expecting To Win With Such A Team Which Has 0 Consistency 1 Min Up 1 Min Down Against India 🇮🇳 They Are Going To Badly Defeated Like Always  #SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah,eng
hasoc_en_3833,#DhoniKeepsTheGlove Dhoni just love India and for the pride of our beloved Nation Dhoni should keep wearing the glove with the balidan logo....,eng
hasoc_en_3834,@poplife @ewarren @KamalaHarris Sooooo cool! I'm feelin your excitement!!!!  #MoreWomenInOffice #Warren2020 #Harris2020  #DreamTeam2020  #WomensRightsAreHumanRights #FuckTrump,eng
hasoc_en_3835,@NYPDONeill well you certainly didn’t come off like a total asshole live on TV. 🤦🏻‍♂️ Way to go taking your Superiority Complex to the podium &amp,eng
hasoc_en_3836,@AndrewWilliamP7 @Feroxbill1 @Harry76050237 Oh a bit of a smart ar*e Andrew... if I were you I’d check who started the thread &amp,eng
hasoc_en_3837,@HMOIndia @AmitShah @MoHFW_INDIA should take necessary action to stop #HumanRightsViolations happening in West Bengal #isupportdoctors  #DoctorsProtest #DoctorsFightBack #DoctorsStrike,eng
hasoc_en_3838,@mipaltan None other than our HITMAN RO-HIT SHARMA @ImRo45 BY THE WAY #ShameOnICC,eng
hasoc_en_3839,#SaturdayThoughts #SaturdayMotivation #Savethedoctors #MamtaBanerjee #mamtalosingcontrol #WestBengal #BengalDoctorsStrike #BengalViolence #DoctorsProtest #DoctorsFightBack #DoctorsUnderOppression #doctor #jokes #TEHC    (Credits: @Kulkarnium ) https://t.co/pqEpZbDlM5,eng
hasoc_en_3840,@surnell @muraliks_11 @BCCI @ICC Yep...How can it violate those three regulations...  #DhoniKeepsTheGlove,eng
hasoc_en_3841,You can remove Soldier from Army but can't remove Army from within Soldier.  @msdhoni @BCCI @ICC #DhoniKeepsTheGlove https://t.co/Xn3sH7Qlrz,eng
hasoc_en_3842,Be an hindu or muslim and anyone else... A #rapist should be punished without delays. There must be no room to discuss to defend these issues #indianfirst,eng
hasoc_en_3843,Those purebreds on social media advising that Dhoni should get the Insignia logo tattooed on his arm - calm down &amp,eng
hasoc_en_3844,@kylegriffin1 #ExtinctTheGOP    The #GOP DOES NOT work for 'WE THE PEOPLE' (American Citizens).    The #GOP DOES NOT uphold their Oath of Office!    #GOPTraitors  #GOPTreason   @RepChrisStewart #TREASONOUS  #TrumpIsATraitor   #ImpeachTrumpNow,eng
hasoc_en_3845,"@realDonaldTrump Too bad he didn’t want you there. Oh yeah, because you are an asshole! #TrumpResignNow #TrumpIsATraitor #TrumpsAnInternationalDisgrace https://t.co/klGq4nHOhY",eng
hasoc_en_3846,🔴 ⚪ 🔵 🔴 ⚪ 🔵 🔴   #billclinton clintonfoundation hillaryclinton @barackobama #rapist #murderers #nypost #pedogate #clintoncrimes #nola #nytimes #clintonbodycount #washingtonpost #USA #America #qanon #KAG2020 #anonymous… https://t.co/YHTsiB1LJv,eng
hasoc_en_3847,This is sad and disgusting and I can't take it anymore. :'(   #FuckTrump https://t.co/qjYvH1Rfp6,eng
hasoc_en_3848,Nothing else matters  #IstandwithNRS #DoctorsStrike #DoctorsFightBack #DoctorsUnderOppression #doctors_against_assualt https://t.co/t2Sp9NBuyY,eng
hasoc_en_3849,@clevelanddotcom #ImpeachTrumpNow   #ImpeachmentInquiryNow #fucktrump   #TraitorTrump #RussianAsset #GOPTraitors #NationalJohnMcCainDay #NationalSecurity threat #CriminalInChief   #ImpeachTheMFTraitor,eng
hasoc_en_3850,Spotted outside Trump World Tower  #notmypresident #dumptrump #fucktrump #midtowneast #dachshund @ Trump World Tower https://t.co/eVW8fsQA6H,eng
hasoc_en_3851,A 70-year-old alleged #rapist John Nomeh is among the 26 awaiting trial inmates of the Abakaliki prisons freed by the Chief Judge of Ebonyi on Monday in Abakaliki.    Read: https://t.co/vr5Xl1VLEu  Alleged rapists should not be eligible for such acts of clemency.  #rape,eng
hasoc_en_3852,Mr Johnson as Mayor of London. And this man could be our Prime Minister. #BorisJohnsonShouldNotBePM #ToryLeadershipElection https://t.co/Oltd7JC4EG,eng
hasoc_en_3853,"#UnfairLaw against Men : Aditya Pancholi approaches police, says afraid of 'fake' rape case by Kangana Ranaut https://t.co/9ALiZhZ4PS  Today any women can term any Men #Rapist , even can claim it happened 30 yrs back! No evidence , no medical, her verbal word enough. #SpeakUpMan",eng
hasoc_en_3854,*enter sarcasm* They don't need evidence to prove anything! If they said it it's true and anyone who expects proof is part of the fake news media. 🤬🤬🤬🤬 #ThursdayThoughts #ImpeachTrumpNow #TrumpisaTraitor #FuckTrump https://t.co/78kDKRQvK4,eng
hasoc_en_3855,ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves,eng
hasoc_en_3856,Happy John McCain Day!!! #JohnMcCain #BetterThanTrump #WarHero #FuckTrump,eng
hasoc_en_3857,The #Murderer Was Full of #Hate. But Did He Commit a Hate #Crime? https://t.co/MOftSbAR4w,eng
hasoc_en_3858,#Savethedoctors #SAVEDOCTORS #DoctorsFightBack #doctors_against_assault #DoctorStrike  . We deserve respect not arrogance. https://t.co/VdUAQmn2XA,eng
hasoc_en_3859,@GableSteveson I hope u get gang banged if prison have a nice life thank god I didn’t get a picture with u #rapist,eng
hasoc_en_3860,@ICC Should change the venue for semifinal and finals  #ICCCWC2019 #CWC19 #INDvNZ #ShameOnICC,eng
hasoc_en_3861,Day 2 ...The Protest Continues !!  #SaveTheSaviour   #SaveBengal   #SaveOurDoctors   #DoctorsFightBack   #DoctorsProtest https://t.co/pZX5NFoc2b,eng
hasoc_en_3862,We all know the story of the Ant &amp,eng
hasoc_en_3863,"Earlier the #Bengal is known for #tagore #raman #bose #dada #rashgulla but now 'one' is ruining the whole of it.  #DoctorsFightBack #DoctorsProtest #suffering is again only for commons, let them go back on their conditions!!!!",eng
hasoc_en_3864,THE 7 BIGGEST FAILURES OF TRUMPONOMICS... #Resist #ResistTrump #FuckTrump https://t.co/AgimFUzDCn,eng
hasoc_en_3865,East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,eng
hasoc_en_3866,"Once again, you're an idiot an imbecile and a liar. You know nothing about the Constitution, you worthless colluder with foreign adversary. #FuckTrump #ImpeachTrumpPence https://t.co/qewwRRRyce",eng
hasoc_en_3867,#DoctorsFightBack in Bengal Vs #LeecheeFightBack in Bihar. When people will get the proper quality medical services without reservations? Surely a Curse now blaming leeches today n mangoes Tommorrow in fighting,eng
hasoc_en_3868,"#DhoniKeepsTheGlove if having the army Insignia is political issue and not an Indian military respect then #sheldonCottrell should also be banned from his army celebration what, say #ICCWorldCup2019",eng
hasoc_en_3869,@Banks want to explain yourself? @AlissaViolet @FaZeClan @FaZeApex @FaZeBlaze @FaZeAdapt @JohnScarce @FaZe_Rain #TrumpSupporter #fucktrump https://t.co/fl2jaY7m92,eng
hasoc_en_3870,Focus on umpiring issues @ICC  rather than @msdhoni I support dhoni ji.   #DhoniKeepsTheGlove #MSDHONI,eng
hasoc_en_3871,#nopoliticswithdoctors #DoctorsFightBack Need urgent intervention frm the newly formed gov. to take some necessary &amp,eng
hasoc_en_3872,Blackmailing our professors and parents won't stop us from asking for what belongs to us  #DoctorsUnderOppression  #DoctorsFightBack  #doctorsUderPression  #help,eng
hasoc_en_3873,This is a ploy to get us into another senseless war. The trump administration is making up fake evidence and framing Iran. That’s why Kushner was talking to Saudi Arabia so much. #BoltonIsBehindIt #TrumpIsATraitor #ImpeachDonaldTrumpNOW #TrumpCrimeSyndicate https://t.co/qRzyVNX4Jv,eng
hasoc_en_3874,"@realDonaldTrump @VP #fucktrump Take Nixon, add sexual assault, add misogyny, add pedophilia, add bigotry, add homophobia, add hatred, add racism, add fascism, add despotism, add nepotism, add treason, add climate denial, add Twitter, subtract 50 IQ point",eng
hasoc_en_3875,"#Dhoni can use a temporary tattoo on his neck for this logo, ICC can do nothing about it    #Tattoo_it_Dhoni  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #DhoniKeepTheGloves   #WC2019 https://t.co/ND04U3mkpc",eng
hasoc_en_3876,YouTube’s CEO issued a non-apology to LGBTQ people. It didn’t go over well. #Resist #ResistTrump #FuckTrump https://t.co/8rhMpNfpTe,eng
hasoc_en_3877,"#fucktrump #fuckdemocrats #fuckrepublicans #fuckliberals #fuckconservatives what a disgusting country we live in, this goverment pours trillions into the military industrial complex but we can help our own people overhere who risked their own lives on 9/11 https://t.co/afFOVGbQON",eng
hasoc_en_3878,"Rape culture cw//    'No, but I know him, and he's not like that.'    No, he's another kind of #rapist.",eng
hasoc_en_3879,@republic #DoctorsFightBack Situation going out of control-critical patients not getting treatment as doctors are on strike. @MamataOfficial must respond to diffuse the situation &amp,eng
hasoc_en_3880,How @realDonaldTrump supporters are made. #TrumpTantrum #TrumpLiesMatter #TrumpIsACriminal #TrumpIsATraitor https://t.co/qicy0JJnMJ,eng
hasoc_en_3881,"now the whole country is with you mahi, the country's pride comes first no matter we win the game or not, we play the match or not. now its about the pride of our para martyrs. we always support you dhoni.  #TeamIndia  #DhoniKeepsTheGlove   #DhoniKeepTheGlove   #DhoniKeepTheGloves",eng
hasoc_en_3882,ICC you can stop dhoni but can't stop his fans .   #JaiHind 🇮🇳  #Msd #DhoniKeepsTheGlove #CWC19  #BalidanBadge #ICCWC2019 #ICCVersusIndia #ICCWorldCup #ICCWC19 #gabbar #ShikharDhawan #rohit #INDvAUS #BleedBlue  #sachinopenagain #AskStar #WorldCup2019 #CricketWorldCup https://t.co/DZCxxxySJB,eng
hasoc_en_3883,#Yale #psychiatrist Bandy X. Lee on #Trump : 'His state of mind has been steadily #deteriorating for some time' | https://t.co/VnD5h4rBDs    #ResignTrump   #Delusional #psychopath   #ADD  #TrumpIsATraitor  https://t.co/8ROUYXw8iT,eng
hasoc_en_3884,#lougehrig #baberuth #nyyankees #murderer’srow  #writing   #screenwriting   #tvwriting  #amediting  #amrewriting  #writingmusic  #scriptnotes  #scriptchat  #nycgratitude @ Central Park https://t.co/lXAC85wsAO,eng
hasoc_en_3885,"@bethreinhard @leahmcelrath 2nd Amendment rights if never before now. A convicted #Rapist criminal shows up at your front door to take your child, I don’t think so #Alabama!",eng
hasoc_en_3886,"@realDonaldTrump @MarshaBlackburn You are happy because you have already committed #Treason, Right?    You have asked for and accepted 'dirt'.You have accepted a Bribe from them all! And you will continue to do It!  You have always been Corrupt!   #Lockhi",eng
hasoc_en_3887,"I've said it before and I'll say it again,  'I'm retired'....err...retire(ing).  I really mean it this time. #somedaysoon #justletgo #eatingisoverated  #sellingthefarmandmovingtoCostaRica #FuckTrump",eng
hasoc_en_3888,"Rain, injuries, poor umpiring, hospitality issues and censoring commentators! The worst world cup is in progress?    #CWC19 #EngvWI #Shameonicc #INDvPAK #AusvSL",eng
hasoc_en_3889,Delhi's 14000 Docs In Solidarity Protest For Their West Bengal Colleagues #DoctorsFightBack #DoctorsProtest #SaveTheDoctors   https://t.co/QZIQOEjjef,eng
hasoc_en_3890,I support Dr. Sahab     #DoctorsProtest  .  #DoctorsFightBack,eng
hasoc_en_3891,"@realDonaldTrump have you watched the DOC Skinheads,  You are their mascot.  You emboldened the racists and you are responsible alongside of them for their crimes  #resignindisgrace #racist #mysoginistic #homophobic #rapist #liar #traitor",eng
hasoc_en_3892,@Brasilmagic @GOPChairwoman @realDonaldTrump Since he all but admitted that he would take the info which requires payment implying that he obviously did since he’s been doing Russia favors and making those payments through his entire presidency. #RussianA,eng
hasoc_en_3893,FATAH: Why Shariah mortgage is a deception https://t.co/saoQ8EdbxE  #IMA    #IMAJewelsFraud   #IMAJewels  #IMAScam   #IMAFraud  #MansoorKhan  #IMAFraudCase   #Bangalore,eng
hasoc_en_3894,"@docmuktesh We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...  #DoctorsFightBack",eng
hasoc_en_3895,#DoctorsFightBack Angry Relatives Of Patients roughing up and mishandling Doctors is old story. So is protest by Doctors to counter such misbehaviour. But BJP has achieved a first by converting this into Muslims vs Doctors.,eng
hasoc_en_3896,Why so much Muslim appeasement by Mamta Banerjee  Just vote bank politics by her.  She has the rights to say doctors that they are wrong and are outsiders but she cannot say that Muslim crowd.who attacked that they were wrong.  #SaveBengal  #DoctorsFightBack   #SAVEDOCTORS https://t.co/KADSUfDBWv,eng
hasoc_en_3897,"The 'coronation' of #Boris? Will just 312 Tory MPs or 124,000 Tory Party members be allowed to pick the next British PM in a country of 65 million? How can this be possible in a 'democracy'? The #UK can no longer pretend to be a democracy. 😡 #BorisJohnsonShouldNotBePM",eng
hasoc_en_3898,"We fans wait for 4 years, this time format was great but your brainless planning for the venue have ruined all the charm. I really wish that atleast 10 more matches get washed away and you are forced to reschedule each abandoned match again. What a pathetic WC thid is #ShameOnICC",eng
hasoc_en_3899,#SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah Hahaha When You Type Bhikhari in Google Search It is Popping Up Imran Khan Pics 😂😂😂😂😂😂 https://t.co/WRrAWvqwsW,eng
hasoc_en_3900,@realDonaldTrump @nytimes I would love to own a company that is 'failing' so badly   lol   trump wouldn't know a thriving company  because he has never owned one! #idiottrump #lyingtrump #trumpiscompromised #delusionaldon,eng
hasoc_en_3901,"Yet again they bring another controversy, leaving the poor umpiring of the cricket game. #icc should focus on improving standards of umpiring rather than what's present on #dhoni gloves. #DhoniKeepsTheGlove",eng
hasoc_en_3902,@eugenegu @jake_avis84 @realDonaldTrump What’s it cost these days to buy a medical degree from the islands? Maybe I could be called doctor too! #DoucheBag @AmerMedicalAssn @FoxNews @seanhannity @TuckerCarlson,eng
hasoc_en_3903,"#Dickhead, .@realDonaldTrump rushes into damage control after saying he’d accept foreign help in 2020 https://t.co/GNInrA6suY",eng
hasoc_en_3904,@TeaPainUSA Wondering if NYT has now endangered the situation by reporting it....Trump-Putin are now aware....and will do everything to win 2020...    #TrumpIsATraitor #PutinsPuppet,eng
hasoc_en_3905,#SanctuaryCity proponents #jennydurkan #pramilajayapal #jayinslee #pattymurray and #mariacantwell must be disappointed that #rapist #illegalimmigrant #fidellopez isnt under #DemocraticParty protection in #seattleWA    https://t.co/DZsTj7oSMt,eng
hasoc_en_3906,"#IMAFraud was the wel planned Economic Offense against Muslims, Mohammed Monsoor Khan definitely a Agent of the conspiracy by bigger agency",eng
hasoc_en_3907,Now you understand who I am really? Ha Ha  #DoctorsFightBack https://t.co/xFr9YMLANK,eng
hasoc_en_3908,#DoctorsFightBack #MamataFrustrated    It's high time the home ministry took charge in Bengal and bring the situationn to control .    These are the things that public expect from a strong HM . 🙏  @AmitShah @AmitShahOffice @narendramodi,eng
hasoc_en_3909,"#ShameOnICC  ICC is earning billions from this event, but at the management level they performance is zero. Even a small company manager can handle such events more efficiently then ICC. https://t.co/4F45KhWMwW  @ICC  @cricketworldcup",eng
hasoc_en_3910,@44mmvvpp @harrisbw49 Gas Station Toilet 45/40  and why isn't #FuckTrump the top trend everyday.,eng
hasoc_en_3911,She’s probably lying about leaving so people don’t notice trump selling arms to country that attacked USA on 9/11.  #TrumpTreason #TrumpResignNow #TrumpIsATraitor https://t.co/xMxygYAvuL,eng
hasoc_en_3912,I’d believe a talking anus over trump. 😂😂😂😂 #NotMyPresident #fucktrump #atleastananusdoesntlie #ImpeachTrump,eng
hasoc_en_3913,@realDonaldTrump You having been squealing like a stuck pig for years about this!  Oops! I guess that’s exactly the problem!  #Trump #TrumpIsATraitor #TrumpRussia #TrumpTantrum,eng
hasoc_en_3914,#DoctorsFightBack this is new India agitating against fraud leaders. Bengal CM has lost her mental balance &amp,eng
hasoc_en_3915,Then #ABrandNewDayOUTNOW was released and it is AMAZING  And now #BoyWithLuv18thWin 🏆  #ShameOnICC @PlayBazaar @PlayBazzar #ABrandNewDayOutNow  #BoyWithLuv18thWin 🎉🎉🎉🎉🎉    Link Now https://t.co/bpgkmUDz5B    How @BCCI takes care of ground   How @ICC takes care of remember it @ICC https://t.co/RK6SOrEtqA,eng
hasoc_en_3916,@TheRealOJ32 @KrisJenner You do know absolutely no one is listening to this right? #MURDERER,eng
hasoc_en_3917,@RepDLamborn Liar! You have no rights to make decisions on behalf of women. This is NOT infanticide but the kids YOU are killing at the border is indeed. #murderer,eng
hasoc_en_3918,@_yogirlt Only to be informed of his complete and utter bullshit ...can’t stand the douche bag.  But you’re my fave person I follow hahahaha so I will gladly unfollow #fucktrump,eng
hasoc_en_3919,#IdiotTrump Claims His Own Polls Are Fake And He Is Winning In Every State https://t.co/skHSu7bGmP  #TrumpsWorseThanNixon,eng
hasoc_en_3920,@MeetThePress @SteveScalise Really Steve @SpeakerPelosi isn’t working with you on big issues? You mean like @senatemajldr not bringing any bills to the floor to protect our elections? But hell its only Our Democracy you refuse to protect   #GOP #TrumpIsAT,eng
hasoc_en_3921,@marcorubio Mohamed Bin Salaam - #murderer #liar    Iranian Clerics- murderers liars    Don Trump - #compulsiveliar #cheater #thief     See the problem? It was bound to happen.,eng
hasoc_en_3922,It's a crime to hit a ONDUTY POLICE OFFICER but it's okay to hit a ONDUTY DOCTOR? #Bangladesh #India #Kolkata #doctors_against_assualt #DoctorsStrike #DoctorsFightBack #public,eng
hasoc_en_3923,@realDonaldTrump #fucktrump you’re a disgrace doll hands,eng
hasoc_en_3924,@cricketworldcup @ICC This world cup 19 should be ban !! 😡😡 Rain rain rain motherfuckerr ICC   Shift this world to another country or ban this world cup 19 😡😡   #ShameOnICC 😡😡,eng
hasoc_en_3925,@EllisFan14 Only if he finds you. #OJSimpson #murderer,eng
