text,lang,id,political,racial/ethnic,religious,gender/sexual,vilification,dehumanization,extreme_language,lack_of_empathy,stereotype,invalidation,other,polarization
The leader might be new but the mindset of the Gandhis doesn't change....Mr. Adhir has let down Bengalis today #GandiNaaliAbuse @republic,eng,hasoc_en_2462,0,0,0,0,0,0,0,0,0,0,0,0
dating moms taking young dick video asian doctor chubby chinese pussy angela sora fuck lesbian pic.twitter.com/73dNc6cjJS,eng,hasoc_en_2463,0,0,0,1,0,0,0,0,0,0,0,1
Basically Congress and it's allies do not like Hindus and PM represents as a Hindu which they absolutely reject. Entire Congress and it's supporters should be thrown out of this country. \n#GandiNaaliAbuse,eng,hasoc_en_2466,0,0,0,0,0,0,0,0,0,0,0,0
Opposition is a shame to the country... #GandiNaaliAbuse,eng,hasoc_en_2468,0,0,0,0,0,0,0,0,0,0,0,0
#gandinaaliabuse cong shown their true colour in parliament by abusing PM,eng,hasoc_en_2469,0,0,0,0,0,0,0,0,0,0,0,0
Are you crazy?,eng,hasoc_en_2471,0,0,0,0,0,0,0,0,0,0,0,0
E. Jean Carroll responds to Trump saying she's 'not his type'\n\n,eng,hasoc_en_2472,1,0,0,0,0,0,0,0,0,0,0,1
So why is being silenced by his carers if he has such a wonderful plan?  #fearty  #wheresboris  #BorisJohnsonShouldNotBePM https://t.co/2rhqX9Q0Ki,eng,hasoc_en_2475,0,0,0,0,0,0,0,0,0,0,0,0
What is going on.....    How can we trust Johnson    #BorisJohnsonShouldNotBePM https://t.co/SOreOA3EiG,eng,hasoc_en_2476,0,0,0,0,0,0,0,0,0,0,0,0
#resist #womensrights #rapist #WestPoint cadet's rape conviction reversal outrages victim advocates - West Point cadet's rape conviction reversal outrages victim advocates    https://t.co/BkXDkBQY0j,eng,hasoc_en_2478,0,0,0,0,0,0,0,0,0,0,0,0
@TheSun Why is this creature even alive??  #Murderer,eng,hasoc_en_2480,0,0,0,0,0,0,1,0,0,0,1,1
@manakgupta @MamataOfficial #DoctorsFightBack #MRSMCH #RDA Don't give up Guys Whole Indian Medical Fraternity is with U Until @MamataOfficial Unconditional Apology &amp,eng,hasoc_en_2481,0,0,0,0,0,0,0,0,0,0,0,0
#DonaldTrump Has Sold Out America To The Fricking Enemy Russian Commie Soviet 'REDS'  #MoreSanctionsOnRussia 'NOW'  #FuckTrump  Nuff Said ! .😠 https://t.co/hYPhOaUrcw,eng,hasoc_en_2482,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump You wish. #FuckTrump,eng,hasoc_en_2483,0,0,0,0,0,0,0,0,0,0,0,0
CRICKET FANS WAITED 4 LONG YEARS FOR SEEING THE RAIN IN ENGLAND ..ICC RUINED THIS YEAR'S WORLD CUP #SHAMEONICC,eng,hasoc_en_2484,0,0,0,0,0,0,0,0,0,0,0,0
These stunning photos shows the dual-identities of LGBTQ military veterans #Resist #ResistTrump #FuckTrump https://t.co/BYt9ahwcvF,eng,hasoc_en_2489,0,0,0,0,0,0,0,0,0,0,0,0
Boris make a last minute appearance on Channel 4 debate #BorisJohnsonShouldNotBePM #C4debate https://t.co/1NtU20vYZ2,eng,hasoc_en_2490,0,0,0,0,0,0,0,0,0,0,0,0
Thank you Honourable @nsitharaman ji. Getting supported  by nation matters a lot for every person in the country.And you always support every good thing as parents do.Thanks for supporting @msdhoni  #DhoniKeepsTheGlove it shows that the team @narendramodi is Best .@poonam_mahajan https://t.co/f5v3eC09Od,eng,hasoc_en_2491,0,0,0,0,0,0,0,0,0,0,0,0
@CBSNews @SenSchumer how about ur buddy Barack ...ur ok with him right ...  He knew what was transpiring.....go investigate him pal #Douchebag,eng,hasoc_en_2492,0,0,0,0,0,0,0,0,0,0,0,0
Keep it moving #TrumpIsATraitor #ImpeachmentInquiryNow https://t.co/Q0rsoNgRPc,eng,hasoc_en_2493,0,0,0,0,0,0,0,0,0,0,0,0
And after that @narendramodi modi will be distribute 5cr scholarship to minority @mvmeet ji we should demand to #ModiSarkar2 for #RamMandir #PopulationControlLaw #Article370 #HinduSamarajyaDiwas #Bengal #BengalBurning #DoctorsFightBack https://t.co/LPFu489hBG,eng,hasoc_en_2494,0,0,0,0,0,0,0,0,0,0,0,0
Ocasio-Cortez says Dems are 'sitting on our hands' on impeachment #Resist #ResistTrump #FuckTrump https://t.co/qdpXEtqYXC,eng,hasoc_en_2496,0,0,0,0,0,0,0,0,0,0,0,0
@ICC @HomeOfCricket @englandcricket @askBCCI @cricketausmedia     How can ICC organise a world cup in such weather. Its highly unfair to teams and biased on part of ICC. #shameonicc https://t.co/wvKcaPNDJ6,eng,hasoc_en_2498,0,0,0,0,0,0,0,0,0,0,0,0
#SaveBengal    Zero Law &amp,eng,hasoc_en_2499,0,0,0,0,0,0,0,0,0,0,0,0
Ultimatums can work both ways ma'am.  #DoctorsFightBack #doctorsstrike #DoctorsProtest #standwithnrsmch https://t.co/t9iZTmGRsL,eng,hasoc_en_2500,0,0,0,0,0,0,0,0,0,0,0,0
@DiamondandSilk @realDonaldTrump Paid actors #ImpeachTrump #TrumpIsATraitor,eng,hasoc_en_2501,0,0,0,0,0,0,0,0,0,0,0,0
Yeah he is 😂 #FuckTrump https://t.co/5AlfNX0FGc,eng,hasoc_en_2502,0,0,0,0,0,0,0,0,0,0,0,0
@thepeopleszero #FuckTrump What a cool idea! Fuck Trump,eng,hasoc_en_2503,1,0,0,0,0,0,0,0,0,0,0,1
@realDonaldTrump #FuckTrump #BollocksToBoris     Meet the 'Dimmer' twins!! https://t.co/HJvajc0jjS,eng,hasoc_en_2505,0,0,0,0,0,0,1,0,0,0,1,1
NASA administrator says ‘nothing has changed’ after Trump’s tweet about the Moon and Mars #Resist #ResistTrump #FuckTrump https://t.co/KACKDzGJr6,eng,hasoc_en_2507,1,0,0,0,0,0,0,0,0,0,0,1
@WalshFreedom Because he thinks he is the president’s lawyer and not the AG for the American People. #TrumpIsATraitor #TrumpMustResign,eng,hasoc_en_2508,0,0,0,0,0,0,0,0,0,0,0,0
Top 2020 Dems best Trump in hypothetical matchups in new poll #Resist #ResistTrump #FuckTrump https://t.co/oL5j8ZCZxN,eng,hasoc_en_2509,1,0,0,0,0,0,0,0,0,0,0,1
@UKMoments @BorisJohnson Boris can’t even debate with 5  Conservative colleagues how will he cope against 27 EU Delegates. #BorisJohnsonShouldNotBePM,eng,hasoc_en_2510,0,0,0,0,0,0,0,0,0,0,0,0
@ShashiTharoor A #newborn baby was died too in the so call #DoctorsFightBack,eng,hasoc_en_2511,0,0,0,0,0,0,0,0,0,0,0,0
The @GOP @SenateGOP @HouseGOP and @realDonaldTrump himself don't care if they break laws like the Hatch law.     https://t.co/mZyNDIPkq9    #fucktrump #fuckthegop #voteoutgop #draintheswamp #trumpresign #impeachtrump #gop #politics,eng,hasoc_en_2512,0,0,0,0,0,0,0,0,0,0,0,0
IMA meeting with striking docs remains inconclusive  #IMA #DoctorsFightBack #DoctorsProtest #DoctorsStrike #DoctorsUnderOppression #doctors_against_assualt   https://t.co/d1xgUsv5oq,eng,hasoc_en_2514,0,0,0,0,0,0,0,0,0,0,0,0
So from next match onwards other country’s players will wear military and police logo of their country and then cricket will be a great war without balls and bats... Totally disgusting #dhonigloves #DhoniKeepsTheGlove,eng,hasoc_en_2515,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC is trending at 2nd https://t.co/cUWWur80fJ,eng,hasoc_en_2516,0,0,0,0,0,0,0,0,0,0,0,0
#DoctorsFightBack #DoctorsUnderOppression  I hope @ReallySwara @sonamakapoor u are not ashamed of brutal assault on kolkata Doctors.  I don't see any placcards today!,eng,hasoc_en_2517,0,0,0,0,0,0,0,0,0,0,0,0
@YoungMaineeee @Leekk_ Lmao its cool just saying my piece #fucktrump,eng,hasoc_en_2520,0,0,0,0,0,0,0,0,0,0,0,0
Ummm...getting even??? #lockthisnutupagain #murderer https://t.co/Yt90Og4bRG,eng,hasoc_en_2521,0,0,0,0,0,0,1,0,0,0,1,1
@ANI #DoctorsFightBack  #DoctorsProtest  #India  Kindly don't befool doctors by writing letters to CMs. It is a futile eyewash exercise. Immediately pass ordinance to protect medical staff. #IMA must go on indefinite strike in the entire country till an o,eng,hasoc_en_2522,0,0,0,0,0,0,0,0,0,0,0,0
@JeffreyToobin #Murderer!!! He killed people! https://t.co/031Fr4Mvg5,eng,hasoc_en_2523,0,0,0,0,0,0,1,0,0,0,1,1
@cnnbrk This is a US led behind the scenes so they can create a war with Iran. Following up on Bush’s war with Iraq for no reason. #fucktrump,eng,hasoc_en_2524,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Intel &amp,eng,hasoc_en_2526,0,0,0,0,0,0,0,0,0,0,0,0
Didt he do well #BorisJohnsonShouldNotBePM https://t.co/YzmmKnLSmL,eng,hasoc_en_2528,0,0,0,0,0,0,0,0,0,0,0,0
@PressSec how do we correct this lie from @hogangidley45???  It is highly irresponsible &amp,eng,hasoc_en_2530,0,0,0,0,0,0,1,0,0,0,1,1
@BellaTwins How do you feel about Henry Cejudo telling you to kick rocks In his interview.  #douchebag,eng,hasoc_en_2531,0,0,0,0,0,0,0,0,0,0,0,0
Kolkata - SSKM Hospital.     Death of a nine-month-old girl from Behala because of alleged medical negligence triggered an altercation between police / hospital and the deceased's family and neighbours. #DoctorsFightBack  https://t.co/UHywMGp6VQ,eng,hasoc_en_2533,0,0,0,0,0,0,1,0,0,0,1,1
#Peace and #Liberty for #Uyhgur !  #PleaseHelp #FreeUyghur #SaveUyghur #MeTooUyghur #PrayForUyghur #EastTurkistan #FreedomForEastTurkistan #Turkistan #Freedom #HumanRights #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina #ウイグル #RT  https://t.co/NqNqUGAQ7l,eng,hasoc_en_2534,0,0,0,0,0,0,1,0,0,0,1,1
This is why we need #BernieforPresident #Bernie2020 #FuckTrump https://t.co/82s11Z7URr,eng,hasoc_en_2536,0,0,0,0,0,0,0,0,0,0,0,0
A Real Leader .... #fucktrump #NotMyPresident @POTUS @realDonaldTrump https://t.co/97HEDeZ1jM,eng,hasoc_en_2537,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Trusted again? That implies you were trusted in the first place #FuckTrump #WTFiswrongwithyou #TakeThatDamnPhoneAwayHim #ImpeachTheMF,eng,hasoc_en_2538,0,0,0,0,0,0,0,0,0,0,0,0
Dear @ICC Let #DhoniKeepsTheGlove it's not hurting any religious beliefs nor promoting any political party. @BCCI  should stand by @msdhoni and support him.,eng,hasoc_en_2539,0,0,0,0,0,0,0,0,0,0,0,0
2020 can't come fast enough.    #TrumpIsATraitor https://t.co/aZta1T7OYM,eng,hasoc_en_2541,0,0,0,0,0,0,0,0,0,0,0,0
@suri_anil @ChandrusWeb How wrong...we shud wear the pride of our country?? Attention seeker uncle #DhoniKeepBalidaanBadgeGlove  #DhoniKeepsTheGlove,eng,hasoc_en_2542,0,0,0,0,0,0,1,0,0,0,1,1
#DoctorsFightBack #Doctorsprotest #DoctorsStrike I support my fellow colleagues. https://t.co/3PXLSskhHl,eng,hasoc_en_2544,0,0,0,0,0,0,0,0,0,0,0,0
@ICC @cricketworldcup you guys ruined the enjoyment of #CWC2019   See the Kolkata #Edengarden in a normal match and you guys are organising a world level event and see your preparation #ShameonICC https://t.co/Wfd94zBG6Q,eng,hasoc_en_2545,0,0,0,0,0,0,0,0,0,0,0,0
Don’t the @Conservatives take references? #BorisJohnsonShouldNotBePM https://t.co/3qPx6ZwGbz,eng,hasoc_en_2546,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC    This is for both @ICC and @ECB_cricket . Don't know how to organize a global event. And call themselves as progressive... https://t.co/sLkovZL4l3,eng,hasoc_en_2548,0,0,0,0,0,0,0,0,0,0,0,0
#ImranHataoMulkBachao #ImranKhan Must  #retweet  #MustWatch #Budget2019 #AwamDushmanBudget #ImranKhanAddressesTheNation    #mustretweet https://t.co/4usfp7K2b1,eng,hasoc_en_2549,0,0,0,0,0,0,0,0,0,0,0,0
@nishantchat 3.5 lacs #DoctorsFightBack are doing #mob_lynching against to the #patients,eng,hasoc_en_2550,0,0,0,0,0,0,0,0,0,0,0,0
Surely the great buffoon thinks that he's above everyone else and has already been anointed by the Tories? #BorisJohnsonShouldNotBePM https://t.co/K58S2kFGDT,eng,hasoc_en_2552,0,0,0,0,0,0,0,0,0,0,0,0
Do you know ?    The strongly flavored Saffron is deep Red in color    #BengalDoctorsStrike #bengal #MamtaBanerjee #DoctorsProtest #DoctorsStrike #DoctorsFightBack #doctors_against_assualt #cpim #Communists #AmitShah #Imafraud #indianmedicalassociation #TMC #Congress #MamataBanerjee https://t.co/fCRsxUv6nC,eng,hasoc_en_2553,0,0,0,0,0,0,0,0,0,0,0,0
Sick and tired of hearing about this fucking asshole too.  #FuckTrump https://t.co/xWA9L3JAnN,eng,hasoc_en_2554,0,0,0,0,0,0,0,0,0,0,0,0
Cricket in Rainy season was really a Great idea #ShameOnICC,eng,hasoc_en_2555,0,0,0,0,0,0,0,0,0,0,0,0
@ANI Libtards #JaishEMedia call @BJP4India saffron wid mission to make India Hindu state?   As soon as they get 20℅ muslim vote  #BJP smells winning formula n India is back to normal. #CongressMuktBharat means #BJP takes ovr congress culture of appeasemen,eng,hasoc_en_2556,0,0,1,0,0,0,0,0,0,0,0,1
#douchebag of a congressmen @Jim_Jordan humiliated by @JohnWDean   https://t.co/IbC87m5qmd,eng,hasoc_en_2557,0,0,0,0,0,0,0,0,0,0,0,0
‘Pose’ star Indya Moore attacked outside studio by a deranged Trump supporter #Resist #ResistTrump #FuckTrump https://t.co/fEMAsPgtgq,eng,hasoc_en_2559,1,0,0,0,0,0,0,0,0,0,0,1
Avlon: This is what the Founding Fathers warned against #Resist #ResistTrump #FuckTrump https://t.co/pQILuyoZ0y,eng,hasoc_en_2560,0,0,0,0,0,0,0,0,0,0,0,0
@ICC  @BCCI  Batch on someone's gloves is not harmful or disrespectful for ICC world cup but poor umpiring is.    So focus on real matters than making controversy of someone's gloves.  #DhoniKeepsTheGlove,eng,hasoc_en_2561,0,0,0,0,0,0,0,0,0,0,0,0
The secret behind the game.    #IndiaVsPakistan   #terroristNationPakistan    #IndiaVsPakistan https://t.co/j4BMFAxoZP,eng,hasoc_en_2562,0,0,0,0,0,0,0,0,0,0,0,0
This is not ok. At 4 mos. I was still BF my kids. This not pro-life. #fucktrump https://t.co/GBOrAs4TN0,eng,hasoc_en_2563,0,0,0,0,0,0,0,0,0,0,0,0
Of course @VP is a fucking bigot from a former person from Indiana go fuck yourself Mike Pence you are as big of a piece of shit as @realDonaldTrump #FuckTrump #FuckMikePence https://t.co/vbgUeb766n,eng,hasoc_en_2566,0,0,0,0,0,0,0,0,0,0,0,0
@MorajkarVibhuti @PFantta But what's the fault of the innocent familles who came for the treatment. They didn't beaten up anyone. They just seeking for the treatment of their problems. i am medical student too and I'm not against this movement but i think,eng,hasoc_en_2567,0,0,0,0,0,0,0,0,0,0,0,0
Waah. Creating fuss when there is none. I wonder if anyone was playing at the same time when 'this' was happening on the playground.   Had they not prayed on the field I wonder what excuse would have been used to compare with the #DhoniKeepsTheGlove https://t.co/AQGa9snabG,eng,hasoc_en_2568,0,0,0,0,0,0,0,0,0,0,0,0
Let's get #TrumpIsATraitor trending?,eng,hasoc_en_2569,0,0,0,0,0,0,0,0,0,0,0,0
@MEchoed #Assange is not a #rapist  https://t.co/M4sfW7csXC,eng,hasoc_en_2573,0,0,0,0,0,0,0,0,0,0,0,0
Milkha Singh never ran in his army vest. And he was more than ‘honorary’ #DhoniKeepsTheGlove,eng,hasoc_en_2577,0,0,0,0,0,0,0,0,0,0,0,0
Didi came n threatened us n we strike back with mass resignation..now u urself come n treat the patients..  #Shame #DoctorsFightBack #Savethedoctors #doctors_against_assualt #westandwithnrsmch https://t.co/6H4y2i04ro,eng,hasoc_en_2580,0,0,0,0,0,0,0,0,0,0,0,0
@TheRealOJ32 Not here.      Not ever.      #Murderer,eng,hasoc_en_2581,0,0,0,0,0,0,0,0,0,0,0,0
Where's Wally!? #BorisJohnsonShouldNotBePM #WheresBoris #ToryLeadership,eng,hasoc_en_2582,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC please at least plan future matches by considering weather...,eng,hasoc_en_2583,0,0,0,0,0,0,0,0,0,0,0,0
Privileged white boy writes about men’s rights sugarcoating it as fight for freedom and enlightenment! it’s all about men and their fetish.  #WarOnWomen #DickHead  https://t.co/UxnIBLAzj1,eng,hasoc_en_2584,0,1,0,0,0,0,0,0,0,0,0,1
@IndiaToday If IAS officers do not work can anybody from public dare to enter his office and attack him? Then why doctors are made vulnerable to physical attacks?  #India must bring law to protect medical staff.  #DoctorsFightBack,eng,hasoc_en_2585,0,0,0,0,0,0,0,0,0,0,0,0
must add one more chart on points table-play in rain. #poorplanning #ShameOnICC. You guys are more concerned about @msdhoni gloves or Michael Holding's commentary on umpires. https://t.co/YUY6sroji1,eng,hasoc_en_2586,0,0,0,0,0,0,0,0,0,0,0,0
@Haifisch_Von @Lisa24681012 Wow. At least he's paying SOMEBODY!  #Brokeahontas #TrumpIsATraitor #TrumpMustResign,eng,hasoc_en_2587,0,0,0,0,0,0,0,0,0,0,0,0
@camgrad2017 @CNNPolitics #Douchebag Pretty much sums up your party’s broken ideology. https://t.co/usGFYvnlT6,eng,hasoc_en_2589,0,0,0,0,0,0,0,0,0,0,0,0
@IvankaTrump HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #TRATIOR #MUELLERSCOMING #LIARINCHIEF #Fatnixon #liarinchief #liarinchief #trumpcrimefamily #TRATIOR #manbaby #manbaby #Fatnixon #trumpcrimefamily,eng,hasoc_en_2591,0,0,0,0,0,0,0,0,0,0,0,0
@DainikBhaskar @MamataOfficial @AmitShahOffice So now it is reversed.....good ...  TMC is now inching closer to death.    Courtesy @MamataOfficial  #DoctorsFightBack #DoctorStrike is the DECISIVE act to Throw her from Bengal.JAI SRI RAM!!!JAI....JAI....SR,eng,hasoc_en_2593,0,0,0,0,0,0,1,0,0,0,1,1
One more #childrapecase #kill #Rapist save Our #Girls @narendramodi take tough action make strict rules. https://t.co/Txyocdedzb,eng,hasoc_en_2594,0,0,0,0,0,0,1,0,0,0,1,1
@FFan__ @mahan_saria Why does it not rain when England is playing? I'm telling you... They're controlling the rain with cloud computing. Hi tech fixing is going on under the nose of ICC.  #ENGvsWI #ShameOnICC,eng,hasoc_en_2595,0,0,0,0,0,0,0,0,0,0,0,0
This is for all you new mom's out there 😂 #kids #viernesdeYaValio #PremiosMTVMIAW #loveisland #CopaAmerica #DoctorsFightBack #INDvsPAK #INDvPAK https://t.co/l450qSxzED,eng,hasoc_en_2597,0,0,0,0,0,0,0,0,0,0,0,0
Left illiberals and ecosystem journos as always trying to skirt the issue about the murderous  attack on a doctor in Kolkata and trying to make it a doctors' integrity and trust issue. There are two questions that need to be answered. #DoctorsFightBack,eng,hasoc_en_2598,0,0,0,0,0,0,0,0,0,0,0,0
@MarkHarrisNYC Leaving it up to the judgement of one person in a powerful position is foolishness that has pervaded the last few years and must stop. We should be in the streets making the next step an inevitability.  #FuckTrump,eng,hasoc_en_2599,0,0,0,0,0,0,0,0,0,0,0,0
@AaronBlake There's no lost in translation when this #douchebag speaks!!! #sad #dipshit,eng,hasoc_en_2600,0,0,0,0,0,0,1,0,0,0,1,1
@NPASRedhill @NPAShq @NPASHawarden @NPASCarrGate ok but do you know who/what they were looking for? #ukp04 #npas #culcheth #murderer #missingperson #prisonbreak #escapedprisoner #alien #polarbearwithchlamydia #policechase #serialkiller,eng,hasoc_en_2604,0,0,0,0,0,0,0,0,0,0,0,0
Retweet this to give @realDonaldTrump a big fuck you 🖕🏿 for his birthday. #fucktrump,eng,hasoc_en_2606,0,0,0,0,0,0,0,0,0,0,0,0
Who should do investigation for #TGSFraud #DreamZGKfraud  #IMAfraud ? 5Th scam in Karnataka . More than 36000 victims due to poor governance by State Govt.,eng,hasoc_en_2608,0,0,0,0,0,0,0,0,0,0,0,0
Rain disturbed the game because god of rain is angry on   @ICC   ......  As   @ICC   ban's sign on gloves of   @msdhoni    #dhonikeepstheglove #Raptors,eng,hasoc_en_2609,0,0,0,0,0,0,0,0,0,0,0,0
It is too very unnatural on seeing the arrogant nature of @ICC and the organising sector of @cricketworldcup. How can ICC defend itself by not allowing reserve days for all matches. Dear @ICCMediaComms You must change your nature. #ShameOnICC @ECB_cricket https://t.co/SgMzR8wch1,eng,hasoc_en_2610,0,0,0,0,0,0,0,0,0,0,0,0
#DoctorsFightBack against #ShamelessMamata demanding #Justice4DrParibaha.  https://t.co/DHwJIDlH45,eng,hasoc_en_2611,0,0,0,0,0,0,0,0,0,0,0,0
@BorisJohnson Next Up:  Food banks now accepting  online deliveries 🚚 #BorisJohnsonShouldNotBePM,eng,hasoc_en_2612,0,0,0,0,0,0,0,0,0,0,0,0
This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/mObuXJvnxF,eng,hasoc_en_2613,0,0,0,0,0,0,1,0,0,0,1,1
An intern at #NRSMCH was brutally assaulted following the death of terminally ill patient. It is deeply disheartening to see society's perspective towards our life saviours.We stand with #NRSMCH &amp,eng,hasoc_en_2614,0,0,0,0,0,0,1,0,0,0,1,1
We support .Balidan badge is pride of India. But  cricket is commercial.let us see. #DhoniKeepsTheGlove,eng,hasoc_en_2615,0,0,0,0,0,0,0,0,0,0,0,0
@msdhoni   we are proud of u mahi bhai. First improve ur umpairing @ICC #DhoniKeepsTheGlove https://t.co/HyZe3cnU2M,eng,hasoc_en_2616,0,0,0,0,0,0,0,0,0,0,0,0
#PARADHONI     #zeenews #BCCI #WorldCup2019  #starsportsindia #DhoniKeepsTheGlove   We want to see this in every match. You are the proud of country.🇮🇳 🇮🇳 https://t.co/bFD98uGIvC,eng,hasoc_en_2617,0,0,0,0,0,0,0,0,0,0,0,0
@MrBarrymore The craft of acting and lying?   Are you good at both?    @ITV @GMB     #dickhead,eng,hasoc_en_2620,0,0,0,0,0,0,0,0,0,0,0,0
#fucktrump #trump2020  Even Trumperrhoids are agahst at Prezter the Molester's admission that he would cooperate with a foreign government to influence American elections    EXCLUSIVE: Trump says he would listen if foreigners offered dirt on opponents https://t.co/xbGGLpPEBs,eng,hasoc_en_2621,1,0,0,0,0,0,0,0,0,0,0,1
@BonnieTowner #fucktrump   #Melanoma   #resist   #JohnMcCainDay   Melania is Trump's whore.  Trump is a fucking disgrace.   #MushroomDick  #TinyHandsHitler   #TrumpHasTinyHands,eng,hasoc_en_2622,1,0,0,0,1,0,0,0,0,0,0,1
There's a translation included. (For those as clueless as me.)    #HappyJohnMcCainDay   #HappyFlagDayPresidentObama   #fuckTrump https://t.co/TlTzZJ4eac,eng,hasoc_en_2623,0,0,0,0,0,0,0,0,0,0,0,0
@PressSec @realDonaldTrump Still waiting to hear what agreement we made with Mexico to stop illegal immigration. #LyingSarah hasn’t provided us any details. #idiotTrump got played. His own party was against him.,eng,hasoc_en_2624,0,0,0,0,0,0,0,0,0,0,0,0
This REALLY is  right on Target! #targetparkinglot #fucktrump #stateoftheworld #vivalaresistance https://t.co/6rgENCvTWJ,eng,hasoc_en_2625,0,0,0,0,0,0,0,0,0,0,0,0
R u out of ur senses west bengal ? We are protesting and you are still hurting? @AIIMSRDA @RDAPunjab @DeskRdasjh @Lhmc_rda @RdaHrh @Drmanugautam @CNNnews18 @NewIndianXpress @PTI_News @abpnewstv @ndtvindia @drmanishjain680 @drharshvardhan #doctors_against_assualt #DoctorsFightBack https://t.co/dEpTFbOXyK,eng,hasoc_en_2626,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Donnie.....you’re just saying that because he was mean to you! He let the Baby Trump blimp fly! He let thousands of protesters line the streets of London!!  YOU....Donnie are the disgrace!!  #TrumpIsADisgrace #TrumpIsACriminal #TrumpIsATr,eng,hasoc_en_2627,1,0,0,0,0,0,1,0,0,0,0,1
#icc should be ashamed of it's negligence. It has people's money and time. should apologize of its mismanagement.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/JEhpPLQ6aJ,eng,hasoc_en_2629,0,0,0,0,0,0,0,0,0,0,0,0
Best sports can be played in england....After watching #WorldCup2019  Is.....    #ShameOnICC https://t.co/yvwK6lbEFU,eng,hasoc_en_2631,0,0,0,0,0,0,0,0,0,0,0,0
Is today’s rising #xenophobia a product of Iceland’s racist past? #Islamophobia #antimuslim https://t.co/8QPDU2kd0D,eng,hasoc_en_2632,0,0,0,0,0,0,0,0,0,0,0,0
What a mother fucking MAROON!!!!   #FuckTrump #TrumpLies #FuckingMoron #BigLightBehindYou #BlankPaper https://t.co/2EJs1ZM6kq,eng,hasoc_en_2634,0,0,0,0,0,0,1,0,0,0,1,1
Hey @TimesNow  cooking something new?  That's paribaha mukherjee in pic!  #standwithnrs  #standwithdoctors #DoctorsFightBack https://t.co/t6M5yS0Eeh,eng,hasoc_en_2635,0,0,0,0,0,0,0,0,0,0,0,0
#DoctorsFightBack  Doctors united despite threats of violence. Says NO to CM's offer of closed door negotiations.  #savethedoctors #standwithNRS,eng,hasoc_en_2636,0,0,0,0,0,0,0,0,0,0,0,0
@sardesairajdeep And why don't you take stand on hinduphobia #bhosdike,eng,hasoc_en_2637,0,0,0,0,0,0,0,0,0,0,0,0
@HeatherInNVan @Twitter @TwitterMoments BUGGER OFF.  #FuckTrump,eng,hasoc_en_2638,0,0,0,0,0,0,0,0,0,0,0,0
@TrampFuneral Hmmm...    'Consultative'    #dickhead https://t.co/TwxwapeaJK,eng,hasoc_en_2639,0,0,0,0,0,0,0,0,0,0,0,0
🦝 Habitual Line Stepper. Sith Lord. #FUCKTRUMP #BLM #GoNiners #GoWarriors | 🏳️‍🌈-ally | he/him | ♒️🍺🍕🍜🌮 | NYU &amp,eng,hasoc_en_2640,0,0,0,0,0,0,0,0,0,0,0,0
Well done #TeamIndia   Love forever..  Keep it up.  #ProudOfU @ImRo45 @imVkohli @imkuldeep18    #IndiavsPakistan   #terroristNationPakistan,eng,hasoc_en_2641,0,0,0,0,0,0,0,0,0,0,0,0
@ICC @TheRealPCB #DhoniKeepsTheGlove #CWC19 #Dhoni #BCCI #ICC #MSD #BalidanBadge  We Indians always find a great way to go crazy when ever we are targeted 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 https://t.co/HovX3BmLqn,eng,hasoc_en_2643,0,0,0,0,0,0,0,0,0,0,0,0
@msdhoni registers enormous wicket-keeping world record in South Africa match on wednesday.  #ICCWorldCup2019 #indiavssouthafrica #DhoniKeepsTheGlove     Read more here: https://t.co/VGzcQy6Yse,eng,hasoc_en_2644,0,0,0,0,0,0,0,0,0,0,0,0
@Ish_Bhandari Who will make #congressmuktbharat first ?,eng,hasoc_en_2645,0,0,0,0,0,0,0,0,0,0,0,0
HAMMER FIT Pro Smart Fitness Tracker   @ Rs.3199 (mrp-5999)    https://t.co/vMB1riGYYs    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,eng,hasoc_en_2646,0,0,0,0,0,0,0,0,0,0,0,0
#FuckTrump and Fuck Republican enablers. https://t.co/1MaL3TiuFf,eng,hasoc_en_2647,1,0,0,0,0,0,0,0,0,0,0,1
Ummm...they are criminals? #FUCKTrump #FUCKMcConnell #FUCKtheGOP https://t.co/v3oQaMlWah,eng,hasoc_en_2648,0,0,0,0,0,0,0,0,0,0,0,0
