text,lang,id,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
အမေရိကား ရောက် ဆယ်လီ များ ဝိုင်းဝန်း ချေး ချွတ် ဆုံး မ လိုက် ရင် တော့ ကျပ်ပြည့် သွား နိုင် ကောင်း ရဲ့ 😜,mya,mya_2c07e63511067f7b84f940928e859d60,1,0,0,0,0,1,1,0,1,0,0,0
नगरपालिकाले नयाँ विद्यालय निर्माण गर्‍यो।,nep,nep_4409190b9f30507e558da24347ad6501,0,0,0,0,0,0,0,0,0,0,0,0
युवा पुस्ताले समाज सुधार्ने ऊर्जा ल्याउँछ।,nep,nep_b320c3c3916be21e295e44010aba67ba,0,0,0,0,0,0,0,0,0,0,0,0
सरकारको नयाँ योजना शिक्षा सुधारको लागि हो।,nep,nep_34f8681f415bc89aef37c946add20743,0,0,0,0,0,0,0,0,0,0,0,0
अपांग व्यक्तिहरूलाई सार्वजनिक ठाउँमा सहजीकरण गरिनुपर्छ।,nep,nep_c4d1e88c3b709741c3acb2671c065166,0,0,0,0,0,0,0,0,0,0,0,0
विद्यालयमा आज वृक्षरोपण कार्यक्रम भयो।,nep,nep_43463fca158934b41a9f19b0ea0d463b,0,0,0,0,0,0,0,0,0,0,0,0
देशको विकासमा सबै नागरिकको भूमिका हुन्छ।,nep,nep_4a9b08bd90080481a10820f9dfc900f1,0,0,0,0,0,0,0,0,0,0,0,0
युवाले रोजगारीको अवसर खोज्न विदेश जानु परिरहेको छ।,nep,nep_36997532fb27fd7b406c9c22621decff,0,0,0,0,0,0,0,0,0,0,0,0
यो वर्षको बाढीले हजारौँ किसान प्रभावित भए।,nep,nep_8aafd5bedcf8aa003fe4e208f7eb1423,0,0,0,0,0,0,0,0,0,0,0,0
सवारी साधनको चापका कारण बिहानको यात्रा कष्टकर हुन्छ।,nep,nep_df24d7208b8017153f3a1ba0af5d4c6d,0,0,0,0,0,0,0,0,0,0,0,0
कृषिमा आधुनिकीकरण जरुरी भइसकेको छ।,nep,nep_487391f51099abeb568658611c92cec0,0,0,0,0,0,0,0,0,0,0,0,0
यी काँग्रेसका नेताहरू देश बेच्नेहरू हुन्।,nep,nep_fea1e5813895f329976b667357fbb363,1,1,0,0,0,0,1,0,0,1,0,0
ब्राह्मणहरू सधैं बढी सुविधा माग्छन्।,nep,nep_70cee8d11ab1c7b8e793f8dc6a66ffb8,1,0,0,0,0,1,1,0,0,0,0,0
इसाईहरू हाम्रो संस्कृति परिवर्तन गर्न चाहन्छन्।,nep,nep_cc05f9b5529b256b455b4a5463f6c292,1,0,0,1,0,0,1,1,0,0,0,0
"महिलाहरू मात्र घरमुनि बस्छन्, उनीहरू नेतृत्वका लागि योग्य छैनन्।",nep,nep_04fd88330f1b0546eecbcdee566e6a17,1,0,0,0,1,0,1,0,0,0,0,1
समलिंगीहरू विकृत व्यवहार फैलाउँछन्।,nep,nep_c2f8b907ba0c54b585fcf80d0ee07960,1,0,0,0,1,0,1,1,0,1,0,0
बुद्धिजीवीहरू व्यवहारिक काम गर्न सक्दैनन्।,nep,nep_048a04859dafdd5cd6448483588190a0,1,0,0,0,0,1,1,0,0,0,0,0
चीनीहरूले सस्तो सामान गुणस्तरहीन बनाउँछन्।,nep,nep_65e63c6584b8ae2ce087324059a2c74d,1,0,1,0,0,0,1,0,0,0,0,0
वृद्धहरू टेक्नोलोजी बुझ्न सक्दैनन्।,nep,nep_a395e5b132cbb56e8f1e10534af991e3,1,0,0,0,0,1,1,0,0,0,0,0
धर्मको नाममा घृणा फैलाउने काम बन्द हुनुपर्छ।,nep,nep_f28e9c7a3f461aa11879c95582346de4,1,0,0,1,0,0,0,1,0,0,0,0
अल्पसंख्यक समुदायमाथि घृणात्मक टिप्पणी बढ्दै छन्।,nep,nep_edd43317db355f8cb640d74c80e1d813,1,0,1,0,0,0,1,1,0,0,0,0
"Мигранты, которым повезло оказаться в Италии, с восторгом перенимают местную культуру, обычаи и по достоинству оценили знаменитую итальянскую кухню.",rus,rus_21d6625f16532834fcbbebd3cad67e71,0,0,0,0,0,0,0,0,0,0,0,0
"Жители закрытого Фокино бьют тревогу. Стратегически важный город на берегу Японского моря с секретной базой ВМФ заполонили мигранты из Средней Азии. Город семей офицеров в который попасть без пропуска было невозможно, теперь кишит иностранцами, ходят толпами, по-русски не говорят",rus,rus_7d65bbcdaab59bcd79ebbda94530faae,0,0,0,0,0,0,0,0,0,0,0,0
Мигранты бросили коктейль Молотова в пограничников на польско-белорусской границе. Это почему-то не убедило солдат пропустить их на территорию страны,rus,rus_9971d5ef3bf95ad93026cf64e4f37185,0,0,0,0,0,0,0,0,0,0,0,0
Как же любил эту передачу. Как её там? Охуевшие чурки.,rus,rus_5735e5317e99e9e30c2d35f224c4fb85,0,0,0,0,0,0,0,0,0,0,0,0
"Открыл домовой чат, а там ватники всерьёз рассчитывают, что путин не допустит повышения тарифов ЖКХ. Закрыл домовой чат. Доброе утро!",rus,rus_cc613b724836ce270299895f8a5e7233,0,0,0,0,0,0,0,0,0,0,0,0
"Основная книга Карла Маркса - ""Капитал"". И после этого коммунисты кричат - ""мы против капиталистов""?",rus,rus_b34fb3d98272551ebe0a0ed606863052,0,0,0,0,0,0,0,0,0,0,0,0
"Феминистки будут вообще в шоке узнав, что и на маркетплейсах за фотографии где между ягодиц вставляют неожиданный товар — отвечали женщины.",rus,rus_01e61389561af36dd0aba92d2a33d4f5,0,0,0,0,0,0,0,0,0,0,0,0
"Красота Женщины должна быть видна в её глазах... Это дверь в её сердце, в то место, где живёт её любовь... Иногда, посмотрев в глаза человека.... СЛОВА уже не имеют значения....",rus,rus_4629767f7106f81b03ace3b72f9c0967,0,0,0,0,0,0,0,0,0,0,0,0
"Давид и Голиаф… Все знают историю о том, как молодой Давид, будущий царь Иудеи и Израиля побеждает огромного филистимлянского воина Голиафа, потомка великанов-рефаимов. Старый Иран, в 75 раз превышающий Израиль по площади и в 10 раз по населению, не устоял перед молодым воином.",rus,rus_324c09cece0f8d693da72d3c24234aed,0,0,0,0,0,0,0,0,0,0,0,0
Минтранс и минфин согласовали вложение полумиллиарда шекелей в дороги Иудеи и Самарии,rus,rus_79199644f89fafafb4cf665a149df7bb,0,0,0,0,0,0,0,0,0,0,0,0
"чурки избили чурку за то, что он приехал в шортах в Северную Осетию...
У меня вопрос,- если я не хочу жить с этими дикарями, навечно застрявшими в средневековье, в одной стране, я нацист, я плохой ?
А они хорошие и мои сограждане, так что ли? А оно мне надо?!",rus,rus_63e6b74056b21aa5d978271e690b51ff,1,0,1,0,0,0,0,0,0,0,0,0
"коммунизм хуже нацизма, все коммунисты хуже гитлера, а вы, тупые левые, ниче не понимаете просто",rus,rus_b53cc0236ad0de88c71fec97840ec4c9,1,1,0,0,0,0,0,0,0,0,0,0
Когда феминистки говорят что мужчины наши враги они имеют в виду что мужчины сделали дохуя в борьбе против женщин как класса потому что мы уже давно их врагини которых они уничтожают каждый день и каждый час и ПРИ ЭТОМ мужчины до сих пор не враги для многих из нас (к сожалению),rus,rus_dfb031005dc56677597d3eda3e71f4d6,1,0,0,0,1,0,0,0,0,0,0,0
"Я считаю, что место женщины на куни",rus,rus_4df940355376d8b4f35adbcd0c4d8725,1,0,0,0,1,0,0,0,0,0,0,0
"Мужчина, если к 35 годам ничего не добился — ничего страшного. Можно записаться в качалку, выучить JavaScript, выбиться в люди и завести семью. Если женщина просрала свою жизнь к 35, то радикально что-то поменять почти невозможно. Наверное, поэтому иудеи в своих молитвах говорят: ""Благословен Господь за то, что не создал меня женщиной.""",rus,rus_7fca1727f391c17a6eabc01d88c0c6bf,1,0,0,1,1,0,0,0,0,0,0,0
"Знаете почему израильтяне такие кровожадные? Потому что они иудеи. Их Господь не учил прощать. А только око за око и зуб за зуб. А они хорошие ученики и кратно исполняют волю своего Господа. А христиане православные они другие. Мы вон хххлов караем, и при этом жалеем как дурных.",rus,rus_1dc83b7a0d2eb2b765077fa6fa6bd2c3,1,0,1,1,0,0,0,0,0,0,0,0
"т.е. есть избыток электроэнергии в 21%, но цены для населения , капиталюги не снижают, а только повышают. где же та рука рынка или как ещё говорят общественный договор, который должен снизить цены при избытке? При социализме такой херни не было а в будущем, так подавно",rus,rus_f8a9ca4e003414257d373d18feeb1469,1,1,0,0,0,1,0,0,0,0,0,0
"Как же меня достали ноющие айтишники, мол у них 6 часов подряд мозг непрерывно работает.

Давайте откроем айтишникам секрет, что ВСЕ, БЛЯТЬ, НА РАБОТЕ ДУМАЮТ???


Водители автобуса непрерывно думают и следят за концентрацией, врачи думают, химики думают, дизайнеры думают! ВСЕ!",rus,rus_61befff374cf65aee6e9e2b7907686b5,1,0,0,0,0,1,0,0,0,0,0,0
"Звучит жестоко, но будущее за нейронками: человек — капризное создание, которое выёживается, а нейронка будет работать без устали и не требует еды.",rus,rus_1845bff8aaf5f44ecf9a9d50d03fa88c,1,0,0,0,0,1,0,0,0,0,0,0
"В России нужно пресекать незаконное использование нейроинтерфейсов и технологий нейроинформатики. Они используются для тайной слежки, визуализации памяти, перехвата воли людей. К сожалению, #ФСБ недостаточно борется с этими преступными проявлениями",rus,rus_4ffc74ff7bd9f602cdbdf36db52de06e,1,1,0,0,0,1,0,0,0,0,0,0
ప్రభుత్వం నిన్న కొత్త విద్యా సంస్కరణ బిల్లును ఆమోదించింది.,tel,tel_d2ab67895772ab38dc98bfece758eca0,0,0,0,0,0,0,0,0,0,0,0,0
ఆగస్టు 9న రాఖీ పండుగ,tel,tel_cfe3576baa3e454998739662d12864e3,0,0,0,0,0,0,0,0,0,0,0,0
హైదరాబాద్‌లో కొత్త మ్యూజియం ప్రారంభమైంది,tel,tel_d676947e1d062b582c5fd80bc6819578,0,0,0,0,0,0,0,0,0,0,0,0
భారతదేశంలో చాలా మంది హిందూ మతాన్ని అనుసరిస్తారు,tel,tel_50b67c3539958e72d04fe5938faa6b9a,0,0,0,0,0,0,0,0,0,0,0,0
ప్రపంచ ఆరోగ్య సంస్థ కొత్త గ్లోబల్ హెల్త్ సర్వైలెన్స్ నెట్‌వర్క్‌ను ప్రారంభించింది.,tel,tel_be000292130a8aa18c7e591b36bfc90b,0,0,0,0,0,0,0,0,0,0,0,0
మా స్కూల్‌లో కొత్త లైబ్రరీ ప్రారంభమైంది,tel,tel_1fcf132591f85a0407ced37855e503e2,0,0,0,0,0,0,0,0,0,0,0,0
క్రికెట్ జట్టు రేపు ఆస్ట్రేలియాతో మ్యాచ్ ఆడుతుంది.,tel,tel_55ff67e7e0326e895b9e7e73acdaba23,0,0,0,0,0,0,0,0,0,0,0,0
గత దశాబ్దంలో భూమి సగటు ఉష్ణోగ్రత సుమారు 1.1 డిగ్రీల సెల్సియస్ పెరిగింది.,tel,tel_bc49e4bbe78e1cf373101cb5b42ab1d2,0,0,0,0,0,0,0,0,0,0,0,0
ఈరోజు హైదరాబాద్‌లో వర్షం పడే అవకాశం ఉంది.,tel,tel_bdef1e67c810554c22a645b48009571c,0,0,0,0,0,0,0,0,0,0,0,0
ప్రపంచంలోని తొలి బుల్లెట్ రైలు 1964లో జపాన్‌లో టోక్యో నుండి ఒసాకా వరకు ప్రారంభమైంది.,tel,tel_6bbd980863bc159f4e346dc6a303ceac,0,0,0,0,0,0,0,0,0,0,0,0
ఈ సమాజంలో మహిళల మాటకు విలువ తక్కువ,tel,tel_d8a2582956a8f78358bf35a74724da55,1,0,0,0,1,0,1,0,0,0,1,0
ఈ నాయకుడు తన స్వార్థం కోసం మాత్రమే పని చేస్తాడు.,tel,tel_1b1435f1782739cb309dbefe84f8df7e,1,1,0,0,0,0,0,1,0,0,0,0
కొన్ని చోట్ల నల్లజాతీయుతో ఇంకా చెడుగా ప్రవర్తిస్తున్నారు.,tel,tel_7c7f9defab93420a4640307a800ae567,1,0,1,0,0,0,1,0,0,0,1,0
కొన్ని అంతర్జాతీయ సంస్థలు పెద్ద దేశాల నియంత్రణలోనే ఉంటాయి.,tel,tel_4b027e47cfce3bc6e1449d7d03fbc7bb,1,0,0,0,0,1,0,1,0,0,0,0
దళితులకి ఈ రాష్ట్రంలో ఎప్పుడూ గౌరవం దక్కదు.,tel,tel_e2497244fadf832125c498ad664cd247,1,0,1,0,0,0,1,0,0,0,1,0
పురుషులే బలమైన నాయకులు అవుతారు.,tel,tel_8e5b9d3659939d54f7136df7baa85391,1,0,0,0,1,0,1,0,0,0,0,1
ఈ నగరంలో పోలీసులు నేరస్థులను పట్టుకోవడంలో విఫలమవుతున్నారు.,tel,tel_1a6125f223e4aed845453a5f0b03fd93,1,0,0,0,0,1,0,0,0,0,0,1
కొన్ని దేశాలు మత స్వేచ్ఛను పూర్తిగా అణచివేస్తున్నాయి.,tel,tel_6529802670264b4595f6419cf8103cda,1,0,0,1,0,0,0,1,0,1,0,1
మహిళలకు సమాన వేతనం ఇవ్వని సంస్థలు చట్టానికి లోబడాలి.,tel,tel_468d5a9de447ffd5fcb73490a36108b5,1,0,0,0,1,0,0,0,0,0,1,0
ఎన్నికల్లో అవినీతి వల్ల ప్రజల ఓటు విలువ తగ్గుతోంది.,tel,tel_d273c51132b30c1be3eacc9f0d059f0a,1,1,0,0,0,0,0,0,0,0,0,1
"Sayın Vekilimiz; TC ,Büyük bir Devlet ve Sosyal Devlet İlkesi gereği sınırsız nafakayada çözüm bulacaktır.",tur,tur_3132f326d5d42c8e5febe63d3a92bb2d,0,0,0,0,0,0,0,0,0,0,0,0
Bir ihtimal Turk Milliyetcileri guclu bir sekilde iktidar ortagi olabilirdi! Devlet Bahceli elinin tersiyle itmeyeydi!,tur,tur_a2cceb7ddfa9b32c39ad45d6f1f71d56,0,0,0,0,0,0,0,0,0,0,0,0
Alkol'ün saati mi olurmuş. Yetken yetken başlamak lazım :),tur,tur_d63627b68b303efcf7ad4535c49d90aa,0,0,0,0,0,0,0,0,0,0,0,0
"Eğer ""bir"" ve ""birlik"" olmak çözüyorsa sorunları.... ülke olarak Neden Hala Yiyoruz ""BİRBİRİMİZİ""...?",tur,tur_3a9e17e7df951069cba965616f519054,0,0,0,0,0,0,0,0,0,0,0,0
#BizBizeYeterizTürkiyem diyerek Devlet - Millet elele verdik.,tur,tur_833438d695d115a9970d470475b70ecf,0,0,0,0,0,0,0,0,0,0,0,0
Anayasa gizli oyu emrediyor... Bu oy gizli mi??? Bu Anayasa meşru mu??? FETÖ tehdidiyle oy mu kullanılır??? https://t.co/u0yOjtVkMX,tur,tur_bfa21c53f4cd8236f4f004354c95fe5a,0,0,0,0,0,0,0,0,0,0,0,0
"Öğretmen geleceğe bir nefestir, Ülkemizin güçlü yarınları eğitimle gülecektir. Biz ek 40 bini sizinle alacağız, Bilge Lider'in yardımıyla ek 40 bin atama gelecektir.",tur,tur_f45e0972774f287c149355b7c1fc3eb9,0,0,0,0,0,0,0,0,0,0,0,0
"Bu stüdyodakilerin iyi bildiği gibi,benim tarihe ilgim vardır. Beşiktaş’ın bu duruşu bana,İngiliz hükümetinin telkini üzerine,Padişah’ın İstanbul’a çağırdığı Mustafa Kemal’in,Milli Mücadele yolundan dönmeyişini hatırlattı.",tur,tur_96330a792f9da8f9411dd0d7893cfe4e,0,0,0,0,0,0,0,0,0,0,0,0
"öğrenci haklarını savunmak için öğrenci, kadın haklarını savunmak için kadın, eşcinsel haklarını savunmak için eşcinsel, hayvan haklarını savunmak için hayvan olmanıza gerek yok",tur,tur_3d83ac8b6ac48c4c489d74e60081086a,0,0,0,0,0,0,0,0,0,0,0,0
Neyi tartışıyorduk hatırlamak lazım: 5) Reza Zarrab'ın koordinasyonunda toplam 130 milyon TL civarında rüşvet/yolsuzluk...,tur,tur_f876c990b1c5e52808d5668c56071f03,0,0,0,0,0,0,0,0,0,0,0,0
"Bir kanal, Saray'daki gayr-ı meşru iktidar daha iyi soygun yapabilsin diye karartıldı. Hep daha fazla daha fazla soysunlar diye...",tur,tur_9b252215ed16352db1298f27decbfc37,1,1,0,0,0,0,0,1,0,0,0,0
"Domuz eti yiyince gavur diyorlar aşağlıyorlar. Ama Uygurların hayatlarını pazarlık konusu edip çıkar elde edenlere bir bildiği vardır diyorlar. Domuz eti yiyen, içki içenlerle uğraşmayı bırakın. Yetim hakkı, kul hakkı yiyenlere bir kerecik odaklanın.",tur,tur_838a0a3e8e335a3013727e7e359b295f,1,0,0,1,0,0,1,0,0,0,0,0
Senin kanuni yetkini kullanarak yaptığın atamalara Cumhurbaşkanı karışıyor mu! Atama yapmadan önce belediye personeline seçim mi yaptırıyorsun? Polislere saldıran militanlara tepki veremeyen Mansur Yavaş'tan hadsiz açıklama!,tur,tur_a63db0590d6c27d28cbd2be16fcd7fa2,1,1,0,0,0,0,0,0,0,0,1,0
Bizde erkekler olarak insaniz insan bizde kalmasi yönünde kararimiz olduğu halde verilmeyen cocuklarimizi haciz ederek almanin acisini kimse bilemez bu #nafaka zulmune #cocukicrasi na #tazyikhapsi ne bi son verin artik lutfen sayin @RTErdogan #erkeklerdeinsan #bekliyoruz https://t.co/2fk0d6dyrC,tur,tur_0bc036e5cfe739820d82d6cbed3162f0,1,0,0,0,1,0,0,0,0,0,1,0
Eymir'de kesilen ağaçları belediye kesseydi zihniyeti bozukların hepsi ellerinde molotofla meydanlara çıkardı.,tur,tur_b423f2d0096e47a576a1b357060ee0d8,1,0,0,0,0,1,1,1,0,0,0,0
"Türkiye, dünyada pandemi sürecinde halkına en az yardım eden ülke ve halkına IBAN gönderen 5 ülkeden birisi olmuş! Yardımların %89'unu patronlara yaparken, sadece %11'ini fakir halka yapmışlar!Birisi bunlar için, ""kimsesizlerin kimsesi, halkın adamı"" falan mı demişti..?",tur,tur_08e96ca3343271226b8a894a6825e61c,1,1,0,0,0,0,0,0,0,0,1,0
Bende hep onu diyorum ama siz İslama dinimize karşı yapılan yanlışa yanlış diyemiyorsunuz reis yaptıysa vardır bir bildiği deyip konu kapatıyorsunuz. Biz dünyanın hakaretkerini işitiyoruz siz sesinizi dahil çıkarmıyorsunuz,tur,tur_407cb732d019323c5a923659fceeae35,1,0,0,1,0,0,0,0,0,0,1,0
"Bilmiyorum cevap mı, boş yere mi nefret ediyorsun, ilk defa homofobik bir ateist görüyorum, sen Allah'ın olmadığını anladın ama lgbtqya ayrımcılık yapmanın yanlış olduğunu anlayamadın mı? Sizin yüzünüzden trans insanların 60% kendini öldürmeyi deniyor, peki neden nefret dolusun?",tur,tur_126f51b888c0589f8a7aa3a565f570e3,1,0,0,0,1,0,1,0,0,0,1,0
"Suriyeli isteyen Suriye'ye, Afgan isteyen Afganistan'a gitsin!",tur,tur_1c4cad7e97ca43ff8ca0f1926137a955,1,0,1,0,0,0,0,0,0,0,1,0
اگر آج 1947 ہوتا تو میں دیکھتا کہ کیسے یہ فرقہ پرستی، افراتفری اور انتشار ہوتا۔ مگر درحقیقت لاشعور ہیں #NSlastHope4Pak @username,urd,urd_69ebcf0da8d809f7d98159612d771c92,0,0,0,0,0,0,0,0,0,0,0,0
اجلاس میں آزادی مارچ کے حوالے سے مشاورت کی جائے گی،ذرائع,urd,urd_edc43cb46f3d9542dbe16b44c9a2d267,0,0,0,0,0,0,0,0,0,0,0,0
جب تحریک انصاف حکومت بنائے گی تو پولیس اور سول سروس کو غیر سیاسی کیا جائے گا، اُنہیں بیرونی مداخلت سے محفوظ رکھا جائے گا ۔ انصار عباسی #ایکسٹینشن_نامنظور,urd,urd_b687fbe1bca2fcb3cb961246718f2faf,0,0,0,0,0,0,0,0,0,0,0,0
"۔"" تحفظ ناموس رسالت ﷺ ہر صاحب ایمان کے دل کی آواز ہے  #یوم_تحفظ_ختم_نبوت",urd,urd_e4845b33700698ff0ed8e1b900f1e9d7,0,0,0,0,0,0,0,0,0,0,0,0
کشمیر میں بھارت کی ریاستی دہشت گردی۔۔۔,urd,urd_2a4c3e1fc76ddccb6b3d6ca9c6015b0d,0,0,0,0,0,0,0,0,0,0,0,0
"""فسطائیت ہے لوگو"" خرم دستگیر پہلوان نے احتجاج کیا ""سرکاری زمین پر غیر قانونی پٹرول پمپ نہیں چلانے دیتے""",urd,urd_798934f556086884742aa97f13edf62a,0,0,0,0,0,0,0,0,0,0,0,0
جوکچھ آج مجھےمیرےایک دوست نےقبائلی علاقوں کےحالات بتائےہیں وہ توتصویرہی کچھ اورتھی وہ وہاں سے ہوکرآیاہے،مہمان نوازی مذہبی رواداری توعام ہے,urd,urd_5c4ffaa1a8380eeeb775d151d70713be,0,0,0,0,0,0,0,0,0,0,0,0
آزادی مارچ تو ہو گا ہم بھرپور شرکت کریں گے #آزادی_مارچ_تو_ہو_گا,urd,urd_2e9566c026674b1ee14bd68ca65e371f,0,0,0,0,0,0,0,0,0,0,0,0
تحفظ ناموس رسالت ﷺ ملین مارچ لاہور #NamoseRisalatMilionMarch @username,urd,urd_6ce51c496dad5e700dbfff32b450e69d,0,0,0,0,0,0,0,0,0,0,0,0
آخر پختون ہی اس ظلم کا نشانہ کیوں? #ANPRejectsAntiAfghanPolicy,urd,urd_a3ae3da5afbab5b5ca623ca47ace6c33,0,0,0,0,0,0,0,0,0,0,0,0
#زنجیروں_میں_جکڑا_میڈیا جب تک ہے دم لڑے گے ہم اس بکاؤ میڈیا کے خلاف نواز شریف کے ساتھ,urd,urd_6c620b699672b5890f5bc695e563cef5,1,1,0,0,0,1,1,1,0,1,0,1
ملک کی تین بڑی سیاسی جماعتیں جلد ہی میثاق جمہوریت پہ دستخط کریں گی پنڈی سے قہقوں کی آوازیں آئیں گی,urd,urd_6cc3ca6ec85a024e0bc9344ec915eb22,1,1,0,0,0,0,0,1,0,1,0,1
-JaximH پٹواری پڑھے لکھے بھی ہوتے ہیں میں تو سمجھا تھا خالی ذہنی غلام ہوتے ہیں,urd,urd_d24a0ac127421e1e0d2af17e01be1c19,1,1,0,0,0,0,1,0,0,1,0,1
پٹھان،سندھی،بلوچی،مہاجروغیرہ،یہ فرقہ پرستی اور یہ گندے نعرے اسی فضامیں لگتے ہیں،جہاں سے نبیﷺ کی زندگی نکل جاتی ہیں!!!!,urd,urd_4a930711e8ea17242cbe8ceb9996e872,1,1,1,1,0,0,1,1,1,1,1,0
علیحدگی پسندوں بلوچوں نے آج کے میچ کی جھلکیاں برائے پنجاب مخالف پروپیگنڈہ محفوظ کر لی ہیں۔,urd,urd_045feb65e38c4a897904fbd56b7e2832,1,0,1,0,0,0,1,1,0,0,0,0
نہ صرف فتنہ خان بلکہ گوگی پنکی اور ابراہیم کو بھی غیر قانونی کیش کا بہت شوق ہے #فتنے_کو_کیش_پسند_ہے,urd,urd_0a467e5b6637e37ae97c3e505c6d4284,1,1,0,0,1,0,1,0,1,0,1,0
عنقریب پاکستان کی سیاست سے انتہائی غلیظ ترین بدبودار گھناؤنا فاشسٹ کردار ختم ہونے کو ہے,urd,urd_914a5393dd4781d3594cbc67f93807f8,1,1,0,0,0,0,0,1,1,1,0,0
چند نوٹوں پہ بکنے والا نمک حرام صحافی  #گٹرصحافت @username,urd,urd_cb1e1e3b8d5f9193e831ca2d7e6eb85f,1,1,0,0,0,1,0,1,0,1,0,1
سندھ کے دوست باش و پرخلوص باسیوں کو زرداری جیسی گالی و بلاول جیسے مخنث لوطی لونڈے کے رحم و کرم پر چھوڑنا اسٹیبلشمنٹ کی سب سے بڑی زیادتی ہے,urd,urd_2dc7721e0be22c5374d96170ed4e6454,1,1,0,0,1,0,1,1,1,1,0,0
کنڑ،کٹھ پتلی فوجوں پرحملے،دو ہلاک،5 زخمی @username,urd,urd_2d4477d500bb8886546aa12fc25f2c92,1,1,0,0,0,0,1,0,1,0,0,1
普信男是什么意思啊,zho,zho_8dae7f6cc040d0734557d80ab286d6e9,0,0,0,0,0,0,0,0,0,0,0,0
妇女权益保障法（修订草案）征求意见正在进行中，大家有意见赶紧去提！,zho,zho_3f51c1c524d0fbbe2802c355208e5944,0,0,0,0,0,0,0,0,0,0,0,0
作为女性，赞同支持你，判断女性有没有地位，要看她们有没有合理的，合法的工作意识和工作机会。中国当然还存在重男轻女的地区和底层文化，但是主流观念和意识形态是支持女性解放的。,zho,zho_477dc5e64f24b004d6cf50a446f33b5f,0,0,0,0,0,0,0,0,0,0,0,0
同性恋所占人口比例甚至不需要查找专业的文献，百度什么的随便搜搜就有。,zho,zho_e24ae04905d4bef2e8527193b3b3c8c4,0,0,0,0,0,0,0,0,0,0,0,0
尽管人类在攻克艾滋病的道路上已经取得了不少成就，艾滋病已经不像十年前那样听起来可怕。,zho,zho_009330da91ae0e706d8064e9e9d5e47e,0,0,0,0,0,0,0,0,0,0,0,0
但是在启蒙阶段，最起码让他们知道什么是同性恋，什么是异性恋，什么是范性恋，什么是双性恋什么是性单恋让他们知道有这一类人的存在，并让他们学会尊重，这也不是作为中华民族的美德吗？,zho,zho_01143a67e03c0fb896fc7502ea9fffc6,0,0,0,0,0,0,0,0,0,0,0,0
左下亚裔比较帅，还有刚来找座位的蓝T小哥哥,zho,zho_ba8721e5c13f4430b6969f6d0ddd4f26,0,0,0,0,0,0,0,0,0,0,0,0
印度人的话得分宗教，穆斯林的话就去清真饭店，印度教徒就去寺庙的素菜馆，都可以尝到很地道的中国菜而不违反戒律。,zho,zho_8f721f40455289a0be3877413fc5a3c3,0,0,0,0,0,0,0,0,0,0,0,0
"日本人也不全是坏人，中国人也不全是好人∠(,ᐛ,」∠)＿",zho,zho_b6be2ad84f3dadb4c874d0c442564df3,0,0,0,0,0,0,0,0,0,0,0,0
小美人鱼是我童年最喜欢的故事。我觉得选角没问题，一看就是很勇敢的女孩子。安徒生写小美人鱼的初衷也是歌颂那种生命永恒还有美和善。小美人鱼很勇敢啊。如果迪斯尼开始的漫画就是黑人公主恐怕大家现在就不会酱紫觉得美人鱼非要白皮肤红头发蓝眼睛了。,zho,zho_7311fe6fc5edd5baf595afa72b8d50e5,0,0,0,0,0,0,0,0,0,0,0,0
我觉得中国女性媚外值得批评的是中国男性，你们看一看出轨的女人的老公一看就很软弱，而以前在社会上混的男人的老婆我没发现谁敢出轨，中国男人如果能和黑人或穆斯林男性一样暴力，那中国就没有媚外的说法。,zho,zho_c97664ffb77ea98c5ea6f7cc8417b65c,1,0,1,0,1,0,1,1,0,1,0,0
楼主啊！我记得这是某位普信女写的关于男性的条件吧，改的好，还有，您的帖子里面有条目🐶，赶紧置顶羞辱,zho,zho_b3f61cab1af9ec0499e53e3fdee942c5,1,0,0,0,1,0,0,1,1,1,0,0
我不恐同，就是单纯的厌恶，觉得恶心，不为别的，就为txl群体传播x病，还要骗人形婚，毁人一生。运气差一点的，只是被骗婚。运气再差一点，被骗着生个孩子，把孩子也毁了。运气差到爆的，被人骗婚，还被传染上x病，这就是txl群体干的好事。,zho,zho_c7e5709613eee6e23ba510eab08989fc,1,0,0,0,1,0,1,1,0,0,0,0
综上所述，以后想起来会补充，同性恋就纯纯懦夫,zho,zho_2c8a085de81405835426d8ebe21505fd,1,0,0,0,1,0,1,1,0,0,0,0
真白左当然支持，但问题是西方所谓的白左都是虚伪的白左，英文叫liberals，和中国女权一样，表面上平权，实际上是挂平权狗头卖特权狗头，真女权真白左没多少人反对的，可惜大多数都是虚伪的傻逼。,zho,zho_9a17b3c82f56757cf7d7655957ce53cc,1,1,0,0,1,0,1,1,0,1,0,0
有些穆斯林特恶心吃猪肉的，不爱带面纱的女人也滚......他们的三观出问题了吗？,zho,zho_7c983a401092783013f6cce628bcb768,1,0,0,1,0,0,0,1,0,0,1,0
混血，眼睛是蓝色，混了白皮猪的血,zho,zho_5ce63405586fd4b4733dd3e930a3f992,1,0,1,0,0,0,0,1,1,0,0,0
对待黑蛆直接清空弹夹完事,zho,zho_1c7ecd0d2067f659e2b587ee3f84ac8a,1,0,1,0,0,0,0,1,1,1,0,0
